913
48872,25232,22005,34343,35964,40004,8148,23705,44004,42118,40670,47084,19654,12494,40791,1631,15761,26140,2606,48008,3852,33956,18080,46363,15035,44842,29400,26914,24348,35024,13058,10305,32026,30733,25200,20617,4954,36793,4745,35018,4923,19147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32101,35680,20453,35941,20389,5938,31796,5314,22413,25360,30226,4286,14935,37354,43791,27080,48301,39407,27837,23486,34962,22755,8995,23484,10832,49736,28027,18964,27032,29961,45118,7888,13502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35854,3270,28841,24620,36723,45369,4022,48264,21103,11986,17587,13835,41909,5380,33233,1190,2506,40000,19499,3449,41179,32877,9798,20428,44078,16921,13874,42428,748,35070,43908,6670,36852,24261,13834,22093,34434,25173,20830,37271,24030,8377,26514,34938,20849,23404,46592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31317,16652,33561,6176,15162,8859,36266,30370,40446,34026,19504,30754,32959,36912,10132,1159,36180,6640,29827,4913,48756,40863,19560,16809,1668,16186,36086,1490,23291,7247,33038,4345,27111,32083,45105,26406,5915,24634,26934,2386,35344,29109,35041,2966,19906,6043,15896,213,48842,20963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7405,22510,6854,42648,46918,12657,39207,48174,32032,30768,897,48333,29465,5394,38721,14516,506,4793,49055,49263,7679,45283,365,15939,12150,46294,21235,45574,38714,38194,39400,43641,40492,32522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11694,43638,26872,40864,41668,10527,195,47780,29267,31877,17845,5156,44108,26233,4756,15057,7465,16645,34497,33731,45200,35264,38483,11608,24364,24563,19473,7586,27483,14237,33417,12153,41703,5706,7202,18405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13924,9669,34989,31500,37680,39270,38910,25835,48261,40260,16079,46229,22013,19753,2137,21522,6639,12759,31165,37746,39698,39414,5338,30532,20258,30510,22255,12144,4223,17824,37246,6390,38898,17804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5089,22817,40530,20999,9116,38563,9760,49573,43609,542,17341,24429,18559,34559,24424,44927,27518,29860,26367,42780,29207,27628,36320,13418,1593,4293,48619,23934,20017,3720,32164,36903,22505,27745,4100,27235,36286,6391,40943,11854,48698,39957,39823,40546,16966,3642,21779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36059,27170,5390,10740,25382,28626,37677,27724,30272,36965,198,38543,28670,46394,41112,26251,45328,37808,39629,4940,43703,24920,6424,3382,46433,11285,22429,5485,40607,44428,42988,23033,31421,29850,24439,5347,34606,18015,26865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22772,48854,10030,41992,3343,39428,32789,3400,46562,25788,13138,49830,15378,45954,7069,26210,27525,36139,45753,22060,13190,25856,17519,12388,2579,7270,32067,36498,8730,16745,39981,11703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6510,12914,49701,48659,41738,24374,36435,29001,28502,43949,23872,20032,29814,38567,4523,37682,33691,20965,7114,45641,4428,27909,42436,48279,30354,18448,22860,29655,10188,1902,46227,38093,11916,34155,37217,17404,4494,21480,29089,28659,23458,45856,44958,42259,18966,15165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25246,5606,10856,8715,26104,22470,28856,6185,49429,23296,34199,25101,20732,27698,17483,40124,13235,32846,30566,6537,5033,20926,13821,8856,14859,676,23454,38284,39295,42429,18286,48244,17707,17803,4443,26667,7593,13195,20411,6994,36764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20262,12288,18679,39650,4046,13562,3491,46455,46156,45733,39137,31915,26200,32989,28718,654,18909,1291,24087,18579,2162,11518,24923,24066,26040,46017,14975,11833,1369,2181,9385,44172,41720,1405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40327,14253,34556,41559,11866,30410,7322,11284,33185,37980,21433,23441,37530,15206,27118,26868,46299,39908,28047,7174,17002,19537,47218,20917,24678,27075,22664,39815,28818,43806,46180,44964,2857,15636,19569,33370,9801,20386,10789,37291,14358,113,45930,49017,9964,33101,14414,12198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19048,38858,3381,33073,45533,34517,23185,1021,546,43191,3379,16286,19474,27069,11831,42283,49480,38977,5553,16124,1184,24694,21564,48911,36181,42303,46737,49790,9950,42270,7812,10549,6860,32086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34321,27122,4411,41014,34256,41076,7944,30338,43359,25518,1765,13397,17017,31790,24396,7511,19219,4956,4917,38084,32103,15456,7033,47831,14666,21851,12966,16660,39181,30413,7067,34492,41327,9185,7729,6163,31861,20299,7630,10023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25401,30129,24549,25668,38318,27488,45218,34808,13028,23442,16651,26174,14748,38070,47296,35580,47125,43027,28300,179,32810,19732,26722,9436,24990,22265,45673,42519,38568,7779,6188,29452,16591,38720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44443,38097,25800,22021,14777,30250,24088,1987,38177,41278,2320,9580,24026,17059,15683,43418,14838,16211,5197,37933,33835,9118,9152,43274,23596,3848,23306,34272,17403,25328,5073,9788,5512,35311,10158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20915,17579,17651,21780,7837,37989,44504,28444,31599,33374,32141,39222,20841,9299,24284,29020,43801,45500,12763,40636,22690,17405,49213,18402,34987,16367,40876,37382,28161,29194,49107,2406,13493,22579,22426,11358,8871,32197,11850,23243,545,46588,41139,32310,13597,35865,24159,19385,26120,27848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4866,18265,25743,38127,8116,24938,19992,31758,24398,24019,16378,46023,12878,16118,32600,13750,8764,33749,20601,332,15988,20808,13159,36247,6659,2973,33072,43232,23686,13168,24772,26959,2838,3784,17840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48567,2218,31862,8537,1109,11402,48118,46284,25408,17321,7262,44316,9957,4599,39848,18032,41903,16065,48542,10667,25643,27472,10873,49171,15584,11605,26268,21699,48393,46320,17685,1717,8616,32304,36458,6403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37005,34738,12154,44026,32253,48190,23204,8178,17454,8984,5650,7042,18365,21770,2205,28024,39266,908,19883,26458,31398,1035,41186,46162,4365,31072,34385,33932,42375,45297,23504,33818,40407,38661,21337,15763,31625,39984,43939,47773,1335,6348,32445,24022,11290,36711,43212,31891,15681,16514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28089,40701,16758,6737,35053,32219,41090,13975,46506,19253,429,11239,12307,28921,22142,31172,32057,38110,25488,6526,35389,14340,4322,29381,36025,9175,46031,28730,16442,40679,17969,12997,8847,11529,37946,23665,4961,8512,36229,46826,16472,31606,4685,28580,7317,34730,44044,30547,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7694,34980,30468,31899,23111,47248,43121,23324,41342,20584,34298,46920,38491,43650,17149,12403,30399,4597,37588,12995,10962,7294,293,43018,47779,22280,35284,38817,21960,33867,39529,17936,23838,20798,19199,5385,30130,491,8464,49693,10013,40197,13715,8307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20167,17875,36137,37358,11712,30498,34879,11702,18574,47081,15071,23131,14788,4823,7470,17336,5791,4579,26452,23022,14207,43820,36467,4012,40248,37960,10042,49265,11442,18790,32096,38760,20340,23610,48320,8741,12094,28214,26700,37725,12886,26302,49786,18000,19578,16016,14889,13899,46977,24300,44697,22348,26756,42948,34849,25380,42534,1670,20935,21771,NULL,NULL,NULL,NULL
45394,29215,30013,15056,18804,43251,26891,19926,28217,20914,23333,32687,42546,28946,21344,32757,34131,9604,32702,42577,49351,13833,47724,21533,27105,10644,9126,41636,19673,13878,45286,44366,40010,44305,6800,23565,17816,3518,10314,33668,35592,29616,42931,10535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38002,20890,43425,27048,42104,32468,4320,12032,21418,28554,25660,39205,31588,16868,1638,41277,6608,47368,15926,49299,38463,45858,5970,34707,30586,2370,45914,17810,33035,33573,3903,31191,28694,31736,24610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,5597,27403,4602,6322,10633,34862,3313,20037,12437,39591,33445,2277,42623,24067,45620,26733,10866,16820,34056,45457,32274,2416,45353,37614,18704,20174,23162,11013,16448,1074,6471,30790,92,13612,47458,30624,21441,18165,28843,25931,26339,33706,16149,15508,8912,13512,49749,15628,27101,13971,24692,42533,2845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32428,21584,24312,16648,18766,2053,26954,28893,15013,6745,23940,16450,16839,32514,26117,28968,40533,31795,41170,26077,8462,23355,9476,43828,23386,35034,42359,21831,27506,21819,37077,10243,996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29167,42442,47354,18083,19959,41801,3638,22279,24884,21122,15842,47349,22674,34300,37619,32382,27533,25283,10867,9127,38288,33985,48420,36897,25843,33145,9230,17645,43322,24960,32107,4292,17719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9558,36667,27072,30168,24263,37575,8585,10712,19938,4831,20987,226,36791,34504,2909,42221,36870,45211,23721,11340,18886,31088,25500,39318,45509,46661,24548,36224,14156,14488,49413,11438,8562,49068,35295,42273,11484,37034,2635,19583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8437,32950,38553,22499,27115,37664,44939,13867,12043,48864,2918,9870,4753,31400,39463,25337,44182,32380,11721,29115,36155,39772,42211,17362,13702,2578,42681,15866,47809,29427,2369,48332,48920,14843,4741,17885,26461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32234,20872,29611,14779,21576,32705,27980,23383,2728,41056,16744,33898,3931,10372,1831,11993,49671,43061,12538,17356,18767,8454,10189,43979,28286,40599,2523,13845,26859,42532,6205,21214,31368,18110,35377,16380,9331,8107,998,6585,44318,24967,45401,4951,1568,11120,6309,22244,27480,22738,12200,21665,46163,25348,26878,2341,24761,3533,35204,28890,13589,27553,34449,NULL
41154,29883,22176,28764,820,4624,39799,24479,38040,43339,6202,45915,33290,41573,19542,37008,1681,46808,22972,11799,23649,20106,41984,40625,14673,6111,32120,40427,6788,2527,44529,37385,34797,523,43372,10080,7755,30058,13579,36977,4673,4298,13443,28807,6569,44693,18569,33002,6894,20491,5468,15852,4880,40459,1434,37475,26158,39358,17272,21672,NULL,NULL,NULL,NULL
2981,13148,48003,22048,49096,11834,40858,45742,410,41757,44391,7143,25059,43944,33095,2874,37739,37722,6944,21256,45036,8220,21191,49869,7925,20864,47383,40292,16906,26061,19896,26819,13591,19061,45722,39135,37437,38847,8113,3976,49232,21314,46846,13629,11606,48970,11787,30764,22507,8553,2727,4833,4317,12136,38263,27653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22116,29123,49967,18963,30027,33823,7747,49035,49634,7932,22241,5270,9820,3297,30770,10022,9421,108,30583,9712,39128,1611,4819,32231,4499,31662,14057,24217,34937,13399,13373,11403,46124,36123,1883,49337,1226,6998,14499,271,3867,8384,13814,44526,22181,45098,29619,40422,48958,38223,39580,11223,24075,11861,4762,48967,49953,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32652,15653,9257,31788,43721,48186,42305,40322,48951,17428,41716,26829,19814,1887,257,14586,25613,30448,46599,10162,12790,43618,47089,45178,13165,49445,42461,21363,44483,26083,19834,46970,13263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29743,28622,45755,42590,40181,26975,5901,42553,41461,26329,3975,47140,48803,40123,12919,3846,27805,47210,32726,47778,35803,12714,30278,1824,1238,19104,2248,10715,27612,42449,25839,47343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31288,19484,16760,25550,4002,44540,9745,6613,22339,11282,46181,42194,30910,15470,12751,11804,2155,14419,44277,42781,41283,33753,16901,42402,10744,33178,10981,13048,24592,41073,26706,44326,49809,32474,34139,27865,41473,23825,30798,29507,23508,37882,32325,23930,39366,16748,28953,40466,19464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40025,42843,27807,44572,14148,2581,14819,22661,13260,28046,18726,47371,28888,13819,7437,2065,13353,46529,36029,43440,35669,49061,7563,25236,17593,15770,21864,41102,48793,23339,3147,24962,3654,48252,9097,46076,14671,26919,34782,38132,43097,8772,17434,41143,20195,47914,12695,46802,16962,15564,7700,10095,35170,48851,15130,38952,1886,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24173,41289,26440,6974,49309,30140,45000,31149,19477,16420,2512,33904,17762,18937,7091,30166,35425,24718,32747,36684,44047,33959,16433,43430,24775,2215,8748,43970,22206,23430,35088,47243,35978,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29840,38471,11809,24048,2965,30811,45543,41095,12140,32504,20323,15671,8484,13999,28534,38458,30677,46886,18778,26447,13011,35116,4332,2313,38153,23212,17776,42462,40015,22946,11014,49565,1172,14685,47851,49659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4695,6367,34923,30554,7219,44510,24136,21246,34734,33077,42391,18449,3605,8533,1340,22800,8210,21792,46243,17754,5714,10946,42165,49283,15571,5264,44850,7653,19848,41480,12965,11925,21417,48146,3990,15016,26056,37189,31417,35590,38482,49680,11245,31744,19813,28386,47945,47748,37232,39419,7710,12676,41372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28236,29085,2374,18024,40112,20253,32616,11040,22903,18952,29952,14527,36438,37061,28148,43927,5922,13820,49762,19372,8963,3670,34741,42148,20576,3535,21809,35892,16487,33299,33398,23315,36566,20120,875,37350,7671,41187,4948,30909,11647,15766,6698,16597,3226,44329,15338,41260,26998,37538,27521,45030,2129,17477,12844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33531,15632,8999,18941,220,15911,38465,7214,35662,13806,34101,41012,16313,48028,8584,42610,7568,18390,35591,27948,44517,19471,3730,23282,44119,45092,2495,14103,13534,2220,32618,23671,20187,43967,46277,39180,5230,46308,32994,28106,22622,44920,29740,44634,4191,39110,14136,37062,19312,30126,4558,16058,19494,12085,42979,36629,25671,31820,NULL,NULL,NULL,NULL,NULL,NULL
37261,22795,35479,24803,23984,46675,3850,36087,47620,12521,47291,47391,33431,8742,35092,28895,17731,15457,11824,3090,48667,37681,10727,49688,19815,44507,2290,48392,32800,35306,1956,18893,24440,20171,6145,14364,9010,42021,20368,8005,41017,3688,35500,698,12355,9867,6830,27920,1687,30576,32931,44985,2754,39793,42699,45421,44086,5243,NULL,NULL,NULL,NULL,NULL,NULL
28666,37274,6657,1608,40682,9805,37794,42410,20431,39464,43052,19404,16315,22700,49119,32488,9601,17854,24271,40151,4296,38456,14861,47836,48774,31310,34065,34405,42190,23206,36735,17741,13208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31192,3197,11590,32220,25400,277,7362,26659,20827,41828,3158,27255,38547,40939,48485,24469,36203,5515,37387,29178,23556,17360,36233,3045,47642,33426,22070,37412,45615,1876,19668,3563,23817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40333,30799,47793,492,5415,7078,45024,27086,33663,828,13766,47247,32348,47273,29426,41990,14056,43833,15351,11328,183,18791,42528,16333,46819,39713,31233,16853,11113,48407,1508,36484,30816,2560,19854,24395,33013,29720,41054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43951,36646,6026,46426,5351,46377,28981,45453,30665,18643,36105,45785,7950,11767,21381,31578,44975,40174,39498,7181,39731,11331,18271,40188,40075,29403,41382,46019,39910,39988,19604,14690,43901,22754,43268,15527,11047,41037,48090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36207,185,6963,31995,46806,27838,33277,10791,30729,28530,46309,10672,9280,12188,43206,36645,35118,26554,1066,44197,39273,376,18111,7651,29066,2068,13152,26762,3043,43129,7083,35474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28264,22228,17433,9650,1488,2655,10343,28340,4504,6130,44983,5526,6836,12,15012,37654,4116,12499,46954,13647,43879,47292,7560,31387,37442,14648,26907,162,42299,3018,14107,12224,15755,43522,14751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22670,8077,41967,38590,21192,7778,33773,36589,38742,23108,11507,18724,17800,49481,47611,35288,43684,1133,41647,10984,19184,37427,49316,42351,15332,3570,45146,24924,21057,28266,13613,15021,27419,40504,39398,5708,23311,17366,33122,25767,25318,21124,10626,42884,12632,5302,41784,2177,22089,26317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37404,6727,40515,44460,49392,41644,28722,33714,6396,24318,31375,41201,35223,40952,6325,1626,39644,11550,33598,15656,48992,46158,462,24325,29404,43471,30739,26069,9453,20220,4176,8644,39520,36459,13624,7897,40620,3744,25842,13855,48491,14768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
