483
2184,402,6365,769,7836,3841,52,7638,7228,8634,7475,2666,1085,4378,3466,191,4464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4131,5591,3507,8868,8713,572,9333,8925,2320,7940,7789,8737,37,3743,1760,9382,842,8594,1899,618,3382,8881,9230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7522,6598,925,7067,3138,1257,2515,2134,5126,1069,3792,9571,2576,9199,4725,4825,1245,3296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8442,1732,9741,5466,2871,6257,838,9980,6145,9302,8013,186,8229,4683,3665,613,4587,9428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7367,9122,6003,36,834,5663,7006,8583,8192,1018,6448,496,1814,1483,7019,6095,9354,1282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3937,4459,2057,3974,3404,531,1526,2706,2572,3315,5442,3833,824,1077,2288,8903,4259,3161,9698,5428,3243,3501,1762,6071,5750,7184,9917,3143,7541,NULL,NULL,NULL
1894,5842,6453,2663,828,3470,2304,9115,9140,2523,844,1956,2878,6173,8193,6353,7140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2825,3311,2787,3460,1860,1243,3008,400,9948,6323,5282,9322,5807,9455,1270,5064,6788,8665,5784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
720,7991,8645,4150,1815,3033,8854,1933,8513,1572,3089,9149,7362,8206,4535,2024,3871,6863,6976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3849,5505,888,4354,9824,51,5103,8124,4096,6726,8589,1417,190,1536,3286,5801,8459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4947,1998,8406,4805,2023,1449,7104,8002,9742,7262,4814,380,3615,4573,7076,5736,7785,1047,4690,3521,3025,9736,5297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7824,1296,9797,9158,7071,8081,4710,5004,9326,2627,7984,5525,5711,1638,4409,4941,9063,6835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6350,9561,1303,4936,2301,6779,3091,6390,5051,6965,7203,5886,6341,6589,7340,9098,3223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1273,8530,7528,3300,8811,9104,3073,857,3570,1003,3257,1274,6811,485,2650,3012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1553,9953,9831,4007,3421,4625,4802,1247,7773,2852,5852,4341,9406,3930,7001,7761,4660,6096,3452,4867,510,4832,7061,5461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3355,4598,7204,3554,415,2158,8171,1743,8440,3054,882,5617,1271,8062,5768,8049,3652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1596,5061,8866,8671,1093,4432,7217,3425,7192,2408,536,2887,7543,1907,2557,1169,1812,3755,5206,7380,2562,9435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
860,7510,385,2084,1432,8875,3660,9003,4241,7292,3169,946,5705,2605,157,914,1973,5509,8533,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8247,1627,5719,3378,7764,1246,7298,9587,203,5024,2017,9236,7947,6904,6722,8370,3896,5235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2750,7888,391,4176,2973,9440,8117,9192,3671,2205,3540,2625,4905,7082,2365,6363,1726,1614,764,8473,2381,4014,5263,4041,8359,204,6019,2629,5905,2255,5714,3696
7128,4433,8189,5677,6203,8336,3714,3497,4426,8397,4786,6930,458,4347,6687,5717,9479,7871,3248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5601,2405,5304,9584,2792,4376,7414,8272,7546,5062,2257,7091,9977,2875,7046,4597,6995,8077,384,1368,3239,2538,9492,9328,3992,8346,7686,1578,NULL,NULL,NULL,NULL
5685,5551,9641,3069,5594,2151,3848,9475,1879,1844,1166,1252,3667,4504,5453,5683,7840,8302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4258,5457,1598,801,8357,4140,2060,5980,9389,1071,6625,3334,6544,7248,5871,9348,9775,7502,9757,9197,3135,195,8912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4372,2565,4349,8463,5831,9857,2185,901,6300,3098,1952,6701,2971,4277,434,8059,8581,4972,9556,2578,1301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1709,6623,2027,1226,3493,3863,4194,6536,5077,484,2809,3625,913,4058,868,7087,5545,1430,2295,126,1666,7530,6857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1294,8884,6383,2884,6508,4992,8709,1373,4691,9770,2997,9113,9603,7634,7488,9181,2564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8836,2670,3948,3044,2902,3001,5032,9523,4315,4912,6028,6246,3365,8363,4364,5135,581,1837,8366,6387,4025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2820,3337,3198,57,760,9694,7358,1523,4046,3945,527,7441,7716,9919,5208,8434,1774,72,1089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5072,6126,6170,8687,2382,7518,2421,6542,8557,4379,5605,556,4319,7354,2914,3949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1408,6487,3889,2691,8230,319,4764,775,3943,4000,7512,272,3124,3272,7095,8489,552,1564,1688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1008,2267,2772,9276,7332,354,5777,7804,7173,5639,6715,8460,8727,6922,4599,2346,2648,763,2299,430,4718,3277,6186,3407,8339,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4071,7098,5971,5712,7423,4794,7481,4488,4614,732,3947,4750,3383,5406,3988,1738,9925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5859,6993,9722,7234,7731,1291,6823,9157,7897,8522,4010,689,7260,4730,7339,8782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1107,619,227,5960,167,7856,8546,4751,8123,462,998,3039,5165,6522,6569,1371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8869,362,102,2038,686,4438,7268,4497,2031,2007,4637,6792,9300,4970,9335,1759,8612,1326,1928,9211,3649,3325,7923,3840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5350,9558,1150,7914,1359,243,8050,4864,7146,791,5180,4082,9090,1930,2780,5393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,2369,9671,9233,1197,8934,1926,635,5348,964,5053,7122,5176,5215,4115,424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8280,1751,6175,2401,2353,2018,2534,7910,6499,4834,4929,729,9621,2924,4279,5473,1175,4256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3986,9272,1869,3641,337,6925,9200,4394,8467,5723,2984,3308,4171,6011,4658,5427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,4126,4340,2012,2317,5454,704,132,8662,4112,7591,4793,3305,6108,6967,5789,5395,6326,9856,169,8756,9590,1015,6568,2659,6284,5689,2354,8115,NULL,NULL,NULL
4661,622,3219,8200,5503,5361,4299,5387,5133,8644,6421,8048,7369,2109,9224,6475,3621,1591,2240,7890,5910,1854,1375,7433,9386,1999,NULL,NULL,NULL,NULL,NULL,NULL
3869,9461,3320,3926,1517,8734,5725,3955,5670,7529,6725,394,4174,5264,7445,8474,5763,9111,8318,5782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6771,3150,2460,4582,9668,5892,7961,7189,8299,8301,1451,9663,2260,4551,3872,7898,9724,6818,1959,4631,2475,8111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2482,7941,1300,8471,1312,5309,4651,9441,7825,5258,6684,1699,668,3415,9110,4122,8122,4390,9659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9207,9937,8829,5132,387,2692,5352,2289,3360,8995,334,1133,3240,4481,8321,2395,5307,5656,6151,4952,1661,9608,7521,182,3605,5221,1626,17,5868,995,7766,NULL
7454,6299,3528,792,3092,3125,8043,7617,4901,3495,3736,7660,8428,1308,722,4051,6132,2164,7937,9631,813,99,9484,7694,9576,2866,3413,3102,7689,2870,NULL,NULL
9562,6081,3097,7505,1402,9873,8175,375,9524,411,6578,2202,330,7589,5306,2824,5213,5384,4474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1629,9852,2560,1644,978,9630,7279,7958,1207,9833,6831,6638,1162,8798,6952,3923,6513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
782,1218,9379,73,419,8541,5437,2768,8743,5662,2389,5570,6241,4518,2912,7428,3730,1383,8333,2122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5887,1378,7680,6395,9613,6177,570,8353,3273,1203,9994,8745,9934,5972,2976,7901,8878,6468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2450,7172,7946,6786,5876,3023,3653,4129,9020,5240,3870,7330,2520,9316,1826,7150,6942,7682,2633,7592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8389,3898,6968,9773,1499,9010,1329,9252,1547,8424,7832,2483,4979,1800,8831,3333,7290,3520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7945,3168,3768,9616,1276,6137,2521,9355,3130,2954,1582,8364,6148,1287,2606,4915,9845,5063,8283,2044,4030,5423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3574,6057,5153,9785,5199,2118,1724,8207,1445,2531,6097,3100,587,1755,9729,1215,2844,907,6694,4686,9457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,1046,3213,8827,8970,7243,6123,1982,1985,1949,2033,8150,2461,9912,6794,4199,7562,277,682,9254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8147,3485,954,4720,6251,7403,2778,9886,2086,1392,4457,1352,2215,2511,6575,6219,6805,2994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7656,2860,1357,9070,3332,7506,2114,5131,4734,7986,3894,2716,4978,7999,6969,6525,9800,3218,21,6614,624,2431,678,1817,8133,1786,8072,6749,5929,8928,13,6064
5085,2062,1712,5940,5343,1668,866,8791,5914,4253,8815,3564,4484,5162,7431,63,7497,4365,9088,1967,3344,3049,4283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6774,6210,534,5595,8182,7331,5747,7974,958,6156,8358,105,417,6303,8946,1779,6250,6451,3940,7892,5041,1693,4016,3731,5369,6776,NULL,NULL,NULL,NULL,NULL,NULL
8929,3233,4816,7626,1602,7368,2311,4493,976,2793,8843,6472,2050,1990,3732,8017,6877,8901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8914,2528,7096,1229,4886,2287,3173,872,4640,2737,2174,7223,6881,4904,4217,8776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7893,8014,2285,8706,6385,9679,7791,9534,2423,9290,5224,3587,5966,5602,7047,1354,6664,7236,5961,8381,9518,1588,4860,1193,9689,8376,9488,4511,2254,1603,5375,NULL
4735,4908,1715,1094,1579,1228,4383,5746,7809,4008,4143,4127,9733,2315,239,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1050,8148,1590,4491,5774,8972,4106,5891,2828,924,4575,9653,6329,2142,7212,8183,9446,9711,6897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3573,2226,279,967,883,9627,89,9792,9035,7148,1528,4284,9750,9908,585,5805,5382,1066,8061,7142,646,9516,628,2888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1773,1673,8751,4255,2426,940,4203,4044,2070,697,6317,4870,6971,3905,5399,3668,1851,8908,7143,7167,1677,3473,9951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4783,9983,48,3553,8085,6617,3449,6570,1407,7166,9232,745,7040,8588,5912,8539,2823,6051,7796,5946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5732,8290,9767,2503,7959,2732,829,7894,4431,9423,5293,9595,4767,5918,7030,4237,3614,4891,4387,7483,6016,2608,9867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5658,4987,4644,1211,7767,4951,9626,4603,2156,9238,3970,8998,9361,5360,6043,9975,7355,1997,3187,1954,4462,2117,3754,1142,8518,9288,4578,5044,NULL,NULL,NULL,NULL
93,8532,2459,8726,5172,5431,8497,4063,5047,7241,2442,5086,7103,4812,2868,4775,1210,5703,2427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8787,4819,6168,9605,8957,9289,2774,2081,1057,660,1871,7757,9854,6143,8188,7872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9299,7850,9864,3687,4068,2213,5860,664,7778,7685,897,3353,4847,3526,8006,5260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8400,2743,8275,3104,6752,3997,7449,5049,4857,5751,2373,4885,7668,1632,312,2612,5368,1913,8197,8504,2394,5397,7994,2640,662,9271,8999,3866,1497,NULL,NULL,NULL
3477,1898,636,9242,9447,6985,9743,6085,802,4726,2347,9151,5952,1511,9482,9914,3393,2928,6865,5810,5011,7768,3418,1151,7503,9021,6870,717,9188,2556,4024,NULL
4796,3938,7171,5913,5900,2847,8390,9067,7266,8753,8449,1658,4073,8596,180,5356,348,3268,1327,9485,3201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9160,1902,4871,2908,6845,2223,5857,3444,7446,5897,8044,5963,9609,5812,770,3195,8647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6918,4074,5242,9555,9004,8069,9962,1896,7444,4513,8130,6543,814,7259,5201,3608,2933,3346,9933,1070,4445,3457,5729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4506,3964,1611,8091,2261,9301,549,7889,6076,8439,3067,189,3313,3982,6733,2121,4079,1691,8772,7687,9306,7939,7854,8371,4692,270,3968,2641,9097,NULL,NULL,NULL
5430,7950,749,6349,951,6201,5802,4339,1622,2339,7337,9057,3112,5110,8466,2472,4674,3624,9028,9786,862,3290,7916,6677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7988,6921,8661,9368,4473,7372,3910,9577,109,7602,1209,7026,4852,9688,9850,1809,3331,562,1049,6803,2127,4480,9145,1567,6939,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,6172,8905,231,2131,8828,9159,7229,8748,2882,2798,3650,3980,8436,9264,9674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5710,1415,2243,3549,1104,8361,2536,9093,9588,1624,1503,3016,1167,5346,96,2367,5840,2660,420,7610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4687,3076,9542,9399,9544,3362,5179,5097,7004,1025,9533,1780,8657,4594,3965,5209,1794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8186,5633,3435,8935,6423,351,5731,70,3644,3920,2464,7996,1466,6244,7821,3380,4890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8667,1012,1859,7316,2726,9011,5999,6044,2025,3746,7539,5977,698,6584,7489,6650,4746,1009,5632,7556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7211,5690,1125,8134,6671,1083,5612,6798,822,4924,8153,7693,7771,5824,5927,5029,6978,3969,8248,1558,6802,6366,7583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3504,7,7477,4242,3565,2322,1429,4221,3715,5417,1799,2734,7823,6025,6224,716,9381,6191,2411,3225,928,8933,2000,3689,2903,8066,3304,4900,2193,NULL,NULL,NULL
8003,2754,2932,8110,3734,9884,8754,3703,8889,135,9878,1697,4752,9456,9038,6676,2443,3646,1867,353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4851,9568,7601,5327,4781,1489,8656,4830,5584,6080,8823,7025,4762,5906,1806,9898,5099,2323,747,4177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
718,8438,1336,3503,5715,5904,5507,8356,8885,1122,2915,5756,6974,6603,8991,9790,4492,3983,2920,2328,136,3183,6635,2506,9198,9294,1808,NULL,NULL,NULL,NULL,NULL
3384,595,7249,3759,768,7623,5589,1845,8543,855,4076,2771,9489,5975,9712,1299,4785,4507,8830,7116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1087,5023,9044,6527,7590,2251,6227,2657,6452,5680,4065,2218,6292,2028,7817,2767,5939,7348,9244,7509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4494,5631,4620,742,124,2694,652,5767,15,4377,650,1628,3601,853,7225,8219,7525,680,3253,2808,9866,4650,3079,8618,3813,32,2720,2262,6820,4430,NULL,NULL
7486,938,7458,5911,3083,9771,4688,1895,7439,2555,950,1002,9536,8204,9024,2126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
927,7415,7220,3810,2246,1942,4229,2604,3330,9622,4856,2161,311,3854,4555,6022,4944,9874,544,2064,6906,2189,2116,4161,1992,6134,2296,2110,7496,637,364,NULL
1856,6911,6433,7307,5614,5815,133,1681,6841,1939,4693,2108,8993,9719,3133,7037,3698,6685,4675,1915,6422,5070,4571,7973,6632,24,NULL,NULL,NULL,NULL,NULL,NULL
9714,7517,9936,9769,74,9949,232,54,3226,6445,8394,4714,7580,9979,5555,4057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4218,5920,3061,7347,568,9164,6347,2965,2080,9642,2393,5814,2093,1391,3048,3080,3675,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7469,8128,1903,6045,2471,5909,8418,8535,867,7803,6871,4310,7357,1803,3832,7826,5152,8911,3263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6837,5411,2303,6358,2419,809,3639,1524,9048,4155,5684,4792,1250,2624,4583,2655,9239,3809,9445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8468,854,3740,4932,4649,10,9196,9256,2006,2619,3186,6637,8236,5533,3598,3464,342,165,3803,8633,6149,3411,1749,9893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5262,6784,6072,5207,3804,9039,7485,1976,8615,4209,3857,7929,7425,4510,9717,1068,1731,4123,4382,4429,6765,2943,4565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9947,100,4848,8403,7867,545,5954,4563,1552,4302,264,7842,5447,9155,6397,3588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8677,7665,3367,3194,8572,6414,5512,2948,2584,8142,861,6512,6688,5964,7579,5344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6944,740,2963,9009,1923,9530,7327,9818,283,7346,2845,7585,2479,7202,4023,1761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3087,839,892,4119,8239,2736,141,9061,4048,2762,9295,649,401,7695,4991,8263,4920,7396,3024,4547,7915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8639,314,5588,8899,6088,1403,6799,6905,7847,2119,2501,7375,7835,3676,5138,5246,8140,7977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
