283
2078,1263,2162,1650,1287,844,909,2968,1729,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2780,1695,997,1033,1822,1096,1829,950,2772,600,1852,881,452,194,1174,1614
542,770,584,89,840,1696,703,1909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,1465,1130,958,2827,116,1901,2817,2422,1894,NULL,NULL,NULL,NULL,NULL,NULL
481,1014,529,2492,2983,2381,155,88,1012,1281,825,523,2743,1716,47,2730
2000,24,1710,2700,1523,1917,2333,320,2189,2172,1568,2107,1623,1818,1059,NULL
773,2736,2160,2336,813,2114,638,1223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2482,1665,2571,1785,2704,588,230,2733,2156,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2165,282,2951,2349,854,1653,1995,1309,2631,2350,944,851,1683,1654,1748,1330
1775,1039,550,927,237,926,459,1350,119,803,NULL,NULL,NULL,NULL,NULL,NULL
2382,2902,1697,2566,214,888,2507,195,2705,1303,2990,2180,NULL,NULL,NULL,NULL
548,1195,223,2016,706,1326,2792,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,623,465,1151,1867,2653,1457,314,469,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2147,2925,2957,2835,468,2367,2218,398,2633,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,2403,158,2359,1895,1322,1485,2065,105,879,1117,NULL,NULL,NULL,NULL,NULL
2859,1262,856,440,1102,2659,570,911,2484,760,NULL,NULL,NULL,NULL,NULL,NULL
7,1135,300,1155,1138,519,1685,2960,702,961,1651,2769,NULL,NULL,NULL,NULL
1640,2031,1526,239,1888,2601,2857,1422,1662,317,NULL,NULL,NULL,NULL,NULL,NULL
364,1036,1017,1181,1746,2804,387,1690,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,2510,2069,2745,2443,1267,1105,650,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1236,1755,2481,901,2703,2984,819,726,166,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1383,1641,2355,1814,1832,2136,6,1838,1857,476,2161,1509,NULL,NULL,NULL,NULL
1044,1449,622,444,307,929,2247,1708,167,692,2680,275,768,715,787,NULL
222,178,299,2166,2373,414,2010,2529,766,1784,838,2472,2978,453,873,NULL
2893,1934,1090,405,27,672,2120,104,2915,1807,1472,NULL,NULL,NULL,NULL,NULL
2590,2618,479,353,728,783,1411,1667,2570,2401,NULL,NULL,NULL,NULL,NULL,NULL
396,777,197,2138,546,388,2131,2264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1260,1229,2934,2965,2353,1973,1910,1160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,939,2164,2800,162,821,1819,2714,1253,1943,109,NULL,NULL,NULL,NULL,NULL
872,2066,1599,2276,1209,2938,583,1921,2523,310,869,NULL,NULL,NULL,NULL,NULL
2884,809,1408,1101,1740,20,2569,841,1836,1046,585,2036,NULL,NULL,NULL,NULL
181,511,2313,334,2375,1753,2755,1222,2784,2534,2572,2117,1604,2311,1714,NULL
2005,1912,1932,831,313,1104,1803,602,1013,1908,NULL,NULL,NULL,NULL,NULL,NULL
1744,1037,2555,505,126,17,893,2613,55,366,843,2343,97,1244,1898,NULL
2283,1940,1312,2562,1103,2808,1034,1963,1214,1191,174,1659,2776,NULL,NULL,NULL
2744,2840,265,2591,830,18,2843,436,271,1480,2514,1388,NULL,NULL,NULL,NULL
1827,2206,370,1953,1402,2981,1783,2341,261,746,NULL,NULL,NULL,NULL,NULL,NULL
1134,2636,2003,1129,1787,2891,1371,1226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2257,2867,549,2648,2282,2225,243,1440,1393,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1427,1477,2844,2889,607,2540,1344,967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
797,2438,2324,111,2379,1365,1999,1224,2026,2640,296,NULL,NULL,NULL,NULL,NULL
2544,1056,1585,2328,1603,1087,1844,108,28,552,141,NULL,NULL,NULL,NULL,NULL
297,1128,2798,1842,2877,402,1828,1043,2689,572,2912,NULL,NULL,NULL,NULL,NULL
1704,2624,1217,937,1106,247,1510,467,835,2155,NULL,NULL,NULL,NULL,NULL,NULL
2825,941,2942,1094,2448,1327,1257,1443,853,2002,2530,2122,845,1734,NULL,NULL
1359,2310,2222,886,1113,326,1882,321,1707,1786,2575,2106,1715,2334,1835,NULL
2526,1437,1280,1890,2211,2930,1166,1025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,1797,859,2451,1820,779,67,2696,1929,1190,21,78,NULL,NULL,NULL,NULL
1378,2731,799,416,2296,2289,369,755,1180,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,246,1569,1228,2797,1975,189,960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2838,2020,2642,349,1251,2412,658,1677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,336,39,2440,477,2468,1621,2098,1805,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1382,2398,751,2368,903,344,2288,1558,1098,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1452,1562,377,2233,1254,1969,1830,2625,1589,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593,1885,2424,2425,592,2071,1379,1463,1762,1145,1238,NULL,NULL,NULL,NULL,NULL
2411,829,508,2013,603,973,2660,2123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1300,2645,429,2866,928,1092,73,1270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,253,2987,2946,1701,1574,372,1608,2344,1397,NULL,NULL,NULL,NULL,NULL,NULL
48,2511,2312,1905,2830,1556,1845,2067,1093,NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,2690,1503,2545,2699,93,2475,1991,133,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,1336,478,1795,1777,1410,140,613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,537,1941,1071,1692,1283,1557,2833,2410,2309,2605,268,636,NULL,NULL,NULL
640,1646,423,2105,2394,1074,637,2469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1955,123,203,1566,2236,2966,2058,2756,2593,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1605,2361,269,673,827,54,1550,1877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729,567,740,785,2087,1559,1816,1409,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2190,408,91,1334,1579,308,198,1595,579,2944,620,2347,1796,406,2809,335
1942,2377,614,1919,419,1597,1051,413,2903,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2053,1531,539,2097,284,1821,936,1139,309,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2290,2677,316,2582,83,2354,374,1434,2061,339,2663,2158,NULL,NULL,NULL,NULL
2493,2643,180,513,1993,373,2281,2183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2913,980,735,1406,1826,683,2490,1723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,1386,1313,1048,731,2092,662,441,2188,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1141,742,143,2494,2904,754,1110,2461,2442,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2140,2476,53,1292,701,463,2197,1157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1781,442,595,156,193,1421,560,217,2470,2763,1951,NULL,NULL,NULL,NULL,NULL
1754,666,2556,1126,1392,328,1413,721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1817,2111,2979,2048,1256,1137,1297,2366,2062,2822,NULL,NULL,NULL,NULL,NULL,NULL
1302,2829,1706,1751,2954,877,1927,1760,2702,2996,2371,2439,782,2513,932,NULL
2182,1429,970,2768,914,524,1277,1207,8,772,2779,765,277,33,536,302
2473,2796,114,2972,540,466,472,730,1866,633,1810,2597,2551,2139,709,NULL
447,1904,661,2617,1431,1617,216,1891,1321,2541,2655,NULL,NULL,NULL,NULL,NULL
430,2408,136,1205,660,2363,2791,2739,1176,2064,2229,1272,2223,1323,NULL,NULL
2209,1686,1099,1549,475,1342,2226,420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1944,646,1875,2788,716,2068,2151,2550,487,2888,1990,NULL,NULL,NULL,NULL,NULL
2277,2259,2465,1945,2787,918,1162,1979,1163,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669,1120,15,179,1276,1825,1897,249,2127,161,2298,437,2935,2777,NULL,NULL
1076,106,495,1855,987,2228,2528,1203,2101,1520,1010,959,1965,NULL,NULL,NULL
2248,2543,324,1304,1086,154,191,168,1068,2207,NULL,NULL,NULL,NULL,NULL,NULL
378,738,957,1862,990,1679,279,407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2275,41,591,1188,1279,474,2908,1142,993,2329,2399,1865,355,393,NULL,NULL
1598,2707,1998,318,2579,1741,1872,250,2652,804,2214,998,2495,2192,NULL,NULL
2782,2453,1148,356,2505,2940,1363,1964,2293,594,847,NULL,NULL,NULL,NULL,NULL
1529,628,2806,2785,2326,1168,2014,2620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,1518,2793,670,2754,2958,711,1114,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1278,1879,2759,2103,1772,1447,340,752,306,102,2090,2080,1285,2179,NULL,NULL
916,1887,1982,871,2231,251,1497,1763,507,171,2952,NULL,NULL,NULL,NULL,NULL
2457,1123,2647,867,2535,151,820,2963,337,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1122,1026,1219,761,1839,2176,2429,57,682,2734,2710,1352,697,NULL,NULL,NULL
910,173,2077,1565,431,146,1743,1255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1237,2558,1759,561,2075,1083,61,1632,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1538,2999,303,864,1848,386,2841,1972,1582,2716,236,635,1466,1590,2252,2129
2879,376,667,1983,796,732,1473,2563,651,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1987,2943,409,559,332,2583,1460,1791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2109,2033,1747,1399,1946,1150,734,1524,2418,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1876,1373,32,641,647,400,1902,375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,2416,2294,1368,800,612,2586,99,2977,220,1907,2953,2596,NULL,NULL,NULL
51,1765,1573,2757,1675,577,2210,2564,1673,NULL,NULL,NULL,NULL,NULL,NULL,NULL
648,2639,446,1095,1581,2249,652,45,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,2419,232,1199,2875,498,2767,2970,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2175,1367,1286,301,2054,792,2600,9,2095,31,2253,145,2199,254,NULL,NULL
390,1612,1211,2928,1766,1978,1812,2681,2650,724,NULL,NULL,NULL,NULL,NULL,NULL
2383,11,2678,2858,2477,1782,705,736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
943,733,169,2029,2851,1535,329,2504,363,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2560,934,1069,788,587,1494,461,1600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1395,665,2676,749,1366,996,276,1988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,2762,2195,395,988,2130,2460,982,1505,283,NULL,NULL,NULL,NULL,NULL,NULL
2803,2623,1462,2956,654,992,2622,1489,2520,2989,NULL,NULL,NULL,NULL,NULL,NULL
1809,2,2019,319,1468,2307,604,49,1435,30,80,2177,NULL,NULL,NULL,NULL
2718,814,2870,224,84,2185,810,1610,2178,2297,1578,2263,352,2478,445,NULL
2553,2760,1054,1184,2392,2883,503,1414,1638,2580,1208,535,2880,2685,2897,NULL
40,2030,2964,1185,280,2547,2202,2485,4,1837,1776,2390,435,NULL,NULL,NULL
1075,391,2692,1418,2783,739,2720,681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2134,1563,2407,1459,2850,1702,1928,2055,1175,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2274,2766,2168,2085,2232,2364,786,1886,385,1957,207,493,1674,574,NULL,NULL
2950,2846,964,410,1446,1471,687,597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,2159,38,2894,1377,1834,686,1635,63,2708,NULL,NULL,NULL,NULL,NULL,NULL
655,2948,1949,1800,2304,1310,2861,129,1864,1193,1693,2542,1225,NULL,NULL,NULL
1731,1131,1648,1499,1147,1161,1206,885,866,1736,10,608,2521,NULL,NULL,NULL
2919,714,1353,2666,2306,2152,417,2890,923,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2876,2649,1015,2208,1455,2125,2357,1338,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,2976,2463,304,82,135,1981,1525,631,2506,2121,1407,2417,1241,699,NULL
1220,2028,1629,1248,240,1774,2771,70,182,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1345,2854,2427,1739,2234,13,1445,2079,757,2577,678,362,NULL,NULL,NULL,NULL
708,1298,2539,1308,1712,142,924,1140,1349,231,456,2400,NULL,NULL,NULL,NULL
2899,2932,1132,2881,1994,427,2975,1594,2604,2338,2391,1583,255,NULL,NULL,NULL
200,2522,2258,2072,115,2939,2205,598,2941,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1316,1178,2924,14,2973,1537,1258,816,1038,1153,2802,1799,2265,175,NULL,NULL
2715,2017,1416,935,1197,2634,494,518,2144,1346,1691,694,NULL,NULL,NULL,NULL
1247,1956,1077,338,2224,676,1813,2286,974,865,965,1802,2816,2805,1644,NULL
294,211,2824,605,1275,2735,2856,1856,1167,87,828,1560,NULL,NULL,NULL,NULL
2316,2052,1749,538,1156,206,2986,2723,2335,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1230,1615,278,1804,1319,262,780,2173,196,454,439,NULL,NULL,NULL,NULL,NULL
412,1806,1613,2726,921,2945,2679,2230,2216,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1666,1801,1024,743,2823,775,938,1164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1419,704,1403,1369,1553,58,2670,2565,42,868,2430,1521,NULL,NULL,NULL,NULL
2246,298,2831,907,2396,2272,2993,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2039,186,2687,1430,789,2300,619,1970,2245,1004,2764,1179,210,NULL,NULL,NULL
1417,558,930,397,2709,763,238,842,443,234,NULL,NULL,NULL,NULL,NULL,NULL
2314,16,2713,2585,756,1639,184,1490,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,2073,1611,2717,415,1478,1001,2959,252,160,1172,2589,347,NULL,NULL,NULL
2933,1703,1924,902,1922,1930,2126,1289,1072,1974,NULL,NULL,NULL,NULL,NULL,NULL
1332,2911,1011,2775,35,22,774,1239,2750,1728,NULL,NULL,NULL,NULL,NULL,NULL
2279,2654,2372,1354,2674,81,2864,2627,2729,1669,627,1511,1996,1053,NULL,NULL
343,663,1870,1570,1554,2868,1705,1501,2628,2848,2518,1019,NULL,NULL,NULL,NULL
1235,1464,2395,36,1764,60,1496,147,1850,3,1318,522,2896,NULL,NULL,NULL
1439,1165,451,1006,2632,1231,295,244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,315,979,2737,257,2724,807,2910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,2081,75,2673,2672,1851,2143,2196,710,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1625,450,342,2194,1627,2093,331,2807,1684,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2318,1154,1937,137,2299,92,747,2449,1737,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,837,1045,1717,64,2967,1527,2865,1201,1652,1815,1008,NULL,NULL,NULL,NULL
2998,1758,2431,917,1657,744,1325,1384,1642,1212,NULL,NULL,NULL,NULL,NULL,NULL
1170,1968,2608,2588,784,1412,2871,2790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,887,2576,1426,2204,2587,952,2552,1884,1738,2878,NULL,NULL,NULL,NULL,NULL
2060,1022,1868,2508,497,639,2011,2635,1152,863,2616,1726,2389,2270,NULL,NULL
1630,2992,483,599,399,2686,2256,266,2818,2006,2657,1020,2337,1143,1896,NULL
286,1756,2503,2644,2747,1213,1052,2474,2303,2402,1767,NULL,NULL,NULL,NULL,NULL
586,2171,2665,458,2295,1252,2384,2479,2012,187,1507,NULL,NULL,NULL,NULL,NULL
2404,1003,2378,267,1607,2855,290,899,1863,43,1843,1592,2356,1678,2057,664
107,1264,1467,2559,815,164,2801,858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,2561,2929,2266,1564,525,2821,2706,2260,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2814,1060,2056,1328,2483,629,44,2435,530,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2112,566,1779,1609,287,1245,248,2445,1394,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836,1959,228,208,2084,1732,2574,2988,1273,491,23,218,NULL,NULL,NULL,NULL
2447,2753,2331,2905,1065,698,1586,1939,1194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2376,2268,2135,270,103,2115,1915,1186,718,940,2853,165,NULL,NULL,NULL,NULL
1893,2712,515,531,1182,25,2437,2701,357,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,2732,971,470,2546,580,392,1788,977,312,2305,719,NULL,NULL,NULL,NULL
2269,202,1398,2661,501,2770,1081,1066,1727,1680,1428,1461,NULL,NULL,NULL,NULL
2914,2348,544,76,896,2220,571,69,1299,1183,1210,52,1920,565,NULL,NULL
1725,2517,2719,1977,946,1713,1722,323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1301,817,2799,2034,862,460,798,526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,2154,2502,659,553,1633,1768,1936,1324,615,NULL,NULL,NULL,NULL,NULL,NULL
554,555,2531,2691,876,2512,512,1291,2108,677,NULL,NULL,NULL,NULL,NULL,NULL
2901,2025,534,956,1481,2612,2682,2892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1370,1021,601,983,2873,1450,2387,1475,2167,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1469,305,2339,1500,2962,781,2898,2578,90,1385,2658,1189,589,NULL,NULL,NULL
1849,2882,1587,201,1931,1649,521,2118,630,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1453,1442,1306,1372,2278,1631,2320,1062,2906,2994,NULL,NULL,NULL,NULL,NULL,NULL
769,1658,2742,2749,2874,1892,95,322,1360,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1269,1451,2746,2086,1293,547,74,855,818,1097,NULL,NULL,NULL,NULL,NULL,NULL
2488,2009,850,2351,2695,1146,684,389,2459,2242,1869,1423,2163,520,506,NULL
1880,2089,2203,473,1792,2007,1084,1853,1250,2021,972,NULL,NULL,NULL,NULL,NULL
384,2187,2606,1331,1389,457,348,1911,514,1362,2405,2219,NULL,NULL,NULL,NULL
2538,1916,919,1841,1375,1329,1575,1689,2697,2370,NULL,NULL,NULL,NULL,NULL,NULL
2221,573,1009,2365,685,128,1622,846,995,1387,1721,2662,759,345,2862,2142
2261,1364,951,643,1545,1947,2602,671,1100,908,502,860,805,2456,NULL,NULL
1121,1997,2423,1227,1295,642,1720,1966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2070,2319,2471,1735,611,2969,333,138,596,341,NULL,NULL,NULL,NULL,NULL,NULL
532,737,609,776,2532,86,1305,963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
717,880,568,1242,832,575,2332,1266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2548,1433,1058,2549,510,645,1335,2292,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1290,2727,1390,688,2949,1950,900,2455,1444,NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,618,1200,2842,2145,264,1687,545,1454,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,2815,581,2040,85,422,1914,159,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2322,1356,2794,1624,1918,953,365,1711,1798,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1314,2215,2847,1196,1085,2004,2038,2524,1634,2795,1926,381,120,NULL,NULL,NULL
1149,50,2812,1112,2923,2668,812,1355,113,149,NULL,NULL,NULL,NULL,NULL,NULL
948,1859,1534,1420,273,1470,969,1268,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1670,2832,1047,802,1694,3000,2321,2961,2615,1840,2076,2325,1522,811,100,NULL
2428,1357,2820,1656,2415,428,713,380,1561,226,NULL,NULL,NULL,NULL,NULL,NULL
2789,418,2603,2099,2525,401,582,1742,1243,62,2837,2621,NULL,NULL,NULL,NULL
292,1215,874,227,1339,2900,1486,1234,2489,2852,1833,2450,1789,2441,2238,NULL
1790,2721,432,37,1374,2113,985,2810,1618,750,966,1282,1107,975,NULL,NULL
2610,1125,2711,72,1823,2330,1878,1432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,464,2045,2454,1504,1082,1858,2169,1602,767,NULL,NULL,NULL,NULL,NULL,NULL
56,1516,1249,1057,1016,1551,112,1515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2008,2250,2358,65,2619,1709,2041,1032,484,2839,1980,2860,2128,2614,NULL,NULL
2845,346,1626,656,132,808,79,127,2342,931,2630,NULL,NULL,NULL,NULL,NULL
2826,1115,152,2291,485,371,1347,2346,2519,1502,1771,489,2688,1577,NULL,NULL
2917,1002,707,1424,693,1055,153,205,1541,2104,1923,1620,1391,NULL,NULL,NULL
1601,1967,1655,1380,1517,1664,2974,2813,1343,509,2254,NULL,NULL,NULL,NULL,NULL
2444,2434,563,2116,822,1348,2217,2886,2781,1192,2752,2137,NULL,NULL,NULL,NULL
1637,438,898,1770,2141,330,616,2284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,259,895,680,77,185,2285,691,2629,2991,1903,NULL,NULL,NULL,NULL,NULL
1479,2985,1543,722,1080,778,2237,2995,2671,1873,1027,NULL,NULL,NULL,NULL,NULL
2694,448,2641,1376,933,1458,1616,2352,1064,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2360,2124,1029,1588,1436,1358,2251,2651,325,1986,2664,1337,905,2836,NULL,NULL
1883,2748,999,293,2181,2773,978,1889,1079,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1871,2656,424,490,1724,2926,2044,1401,1133,1171,1341,1846,NULL,NULL,NULL,NULL
564,2018,2598,516,1591,1381,233,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,2432,2323,170,1023,2386,1493,462,1542,2042,1073,1992,144,121,2515,790
2947,2022,2693,360,504,1320,2409,712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2599,2765,1311,1954,482,2049,1438,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,823,368,209,2887,1528,229,2997,2287,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,1340,824,2413,861,1552,2452,1811,1158,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1960,1173,2446,1078,2024,2308,2819,1580,617,945,1933,NULL,NULL,NULL,NULL,NULL
1042,219,2573,1881,906,1698,894,2420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,1899,1906,2683,551,2909,1628,1935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1952,367,2174,2240,1294,1984,1240,852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,311,2193,904,1498,1216,2501,2184,533,986,NULL,NULL,NULL,NULL,NULL,NULL
1958,2340,1519,528,139,962,1752,1861,1000,212,1274,68,1351,576,225,2227
793,1127,2243,1198,71,1985,2581,354,1070,2611,NULL,NULL,NULL,NULL,NULL,NULL
1661,1415,2595,1049,1780,644,2872,1643,2255,110,NULL,NULL,NULL,NULL,NULL,NULL
1288,562,976,1361,2486,1971,557,2170,281,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,2869,2722,258,1088,1187,857,2397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,674,2761,291,2669,657,2646,2096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1572,2458,1259,2638,480,1111,2607,1948,2955,1530,NULL,NULL,NULL,NULL,NULL,NULL
848,878,1061,1860,695,59,2637,1536,2921,455,1778,242,2380,2487,NULL,NULL
1546,2936,26,2918,1548,2907,870,2557,1030,2119,NULL,NULL,NULL,NULL,NULL,NULL
